"Word","IPA","POS","Category","Definition","Examples","Notes","Synonyms","Antonyms","SynonymDistinction"
"radical","/ˈrædɪkl/","adj./n.","历史人物","义1. 激进的；根本的；激进派","义1:
  • Radical change.
  • A radical pamphleteer.
  • The radicals split.","对 moderate（温和）；radical 也指“根本”。","extreme、revolutionary、root","moderate、conservative","radical 彻底/激进；revolutionary 革命；root 根本（义）。"
"moderate","/ˈmɒdərət/","adj./n.","历史人物","义1. 温和的；温和派","义1:
  • A moderate view.
  • The moderates won.
  • He stayed moderate.","对 radical；moderate (v.) 主持。","temperate、centrist","radical、extreme","moderate 中立温和；centrist 中间派；temperate 节制。"
"dynast","/ˈdaɪnæst/","n.","历史人物","义1. 王朝君主；世袭统治者","义1:
  • A Ming dynast.
  • The dynast consolidated power.
  • The last dynast.","dynasty (n.) 王朝；dynastic (adj.)。","ruler、monarch","","dynast 朝代君主；ruler 统治者；monarch 君主。"
"courtier","/ˈkɔːtiə/","n.","历史人物","义1. 朝臣","义1:
  • A cunning courtier.
  • Courtiers surrounded the king.
  • The courtier flattered.","court 宫廷；对 monarch。","court favorite、noble","sovereign","courtier 侍君臣；noble 贵族；sovereign 君主。"
"pretender","/prɪˈtendə/","n.","历史人物","义1. 王位宣称者","义1:
  • A pretender to the throne.
  • The Pretender landed.
  • The pretender rebelled.","pretender 宣称有权者；对 usurper。","claimant、usurper","heir","pretender 称王位者；claimant 权利主张者；heir 继承人。"
"founder","/ˈfaʊndə/","n./v.","历史人物","义1. 创立者；（船）沉没","义1:
  • The founder of the order.
  • A city founder.
  • The ship foundered.","founder 也指（事业）失败/船沉。","originator、creator、establish","destroyer","founder 创建者；originator 始发；creator 创造者。"
"patriarch","/ˈpeɪtriɑːk/","n.","历史人物","义1. 家长； patriarch（族长/牧首）","义1:
  • The family patriarch.
  • A biblical patriarch.
  • The patriarch blessed.","patriarchal (adj.) 父权；对 matriarch。","elder、chief、forefather","matriarch","patriarch 男性族长/宗主；elder 长者；matriarch 女族长。"
"matriarch","/ˈmeɪtriɑːk/","n.","历史人物","义1. 女家长；女族长","义1:
  • The clan matriarch.
  • A matriarch ruled.
  • The matriarch guided.","对 patriarch。","elder、dowager","patriarch","matriarch 女性族长；elder 长者；dowager 孀居贵妇。"
"descendant","/dɪˈsendənt/","n.","历史人物","义1. 后裔","义1:
  • A descendant of the king.
  • Descendants of Confucius.
  • The descendant inherited.","对 ancestor（祖先）。","heir、offspring、successor","ancestor、forebear","descendant 后代；heir 继承人；offspring 子女。"
"ancestor","/ˈænsestə/","n.","历史人物","义1. 祖先","义1:
  • An ancestor of the clan.
  • Honor the ancestors.
  • Trace to an ancestor.","对 descendant。","forebear、progenitor","descendant","ancestor 先辈；forebear 祖宗；progenitor 始祖。"
"progenitor","/prəˈdʒenɪtə/","n.","历史人物","义1. 祖先；先驱","义1:
  • A progenitor of the dynasty.
  • The progenitor of modern art.
  • The progenitor founded.","progenitor 创始祖先/先驱；对 heir。","ancestor、forefather、pioneer","descendant","progenitor 开创者；ancestor 祖先；pioneer 先驱。"
"chronicler","/ˈkrɒnɪklə/","n.","历史人物","义1. 编年史家；记录者","义1:
  • The court chronicler.
  • A chronicler of the war.
  • The chronicler wrote.","chronicle (n./v.) 编年史；对 historian。","historian、recorder、annalist","","chronicler 按年记录者；historian 史家；recorder 记录员。"
"visionary","/ˈvɪʒənri/","adj./n.","历史人物","义1. 有远见的人；空想的","义1:
  • A visionary leader.
  • The visionary founded the school.
  • Too visionary to act.","visionary 也指“幻想的”。","prophetic、idealistic、dreamer","pragmatist","visionary 远见者；prophetic 先知式；dreamer 空想者。"
"tyrant","/ˈtaɪrənt/","n.","历史人物","义1. 暴君","义1:
  • The tyrant oppressed.
  • Overthrow the tyrant.
  • A benevolent tyrant.","tyranny (n.) 暴政；对 liberator。","despot、dictator","liberator","tyrant 专制暴君；despot 专制者；dictator 独裁者。"
"liberator","/ˈlɪbəreɪtə/","n.","历史人物","义1. 解放者","义1:
  • A liberator of the people.
  • The liberator entered.
  • Hailed as liberator.","对 tyrant；liberate (v.) 解放。","emancipator、deliverer","tyrant、oppressor","liberator 解救者；emancipator 废奴者；deliverer 拯救者。"
"mercenary","/ˈmɜːsənəri/","adj./n.","历史人物","义1. 雇佣兵；唯利是图的","义1:
  • A band of mercenaries.
  • Mercenary motives.
  • Hire mercenaries.","mercenary 也指“图利的”（贬）。","hireling、soldier of fortune","idealist、patriot","mercenary 为钱作战；hireling 受雇者；soldier of fortune 冒险军人。"
"oracle","/ˈɒrəkl/","n.","历史人物","义1. 神谕；神使（古希腊）","义1:
  • Consult the oracle.
  • The oracle spoke.
  • The Delphic oracle.","oracle 也指“权威解答”。","prophet、seer、shrine","","oracle 神谕/宣示者；prophet 先知；seer 见者。"
"kernel","/ˈkɜːnl/","n.","科技工程","义1. 内核；核心","义1:
  • The OS kernel.
  • A kernel function.
  • Patch the kernel.","kernel 也指（数学）核/果仁。","core、nucleus","shell","kernel 系统核心；core 核心；shell 外壳/界面。"
"nanotech","/ˈnænəʊtek/","n.","科技工程","义1. 纳米技术","义1:
  • Nanotech in medicine.
  • Advances in nanotech.
  • Nanotech coatings.","nanotechnology 全称；nano- 十亿分之一。","nanotechnology","","nanotech 纳米科技（简）；nanotechnology 全称。"
"render2","/ˈrendə/","v.","科技工程","义1. （图形）渲染","义1:
  • Render the scene.
  • Real-time render.
  • Render at 60fps.","render 也指（烹饪）炼脂；此指图形绘制。","draw、generate","","render 图形渲染；draw 绘制；generate 生成。"
"recursion","/rɪˈkɜːʃn/","n.","科技工程","义1. 递归","义1:
  • Use recursion for trees.
  • Recursion can overflow.
  • Recursion vs loop.","recursive (adj.)；对 iteration。","self-reference","iteration","recursion 自调用；iteration 循环；self-reference 自指。"
"syntax","/ˈsɪntæks/","n.","科技工程","义1. 语法；句法","义1:
  • A syntax error.
  • Check the syntax.
  • Syntax matters.","syntactic (adj.)；对 semantics（语义）。","grammar、structure","semantics","syntax 形式结构；grammar 语法；semantics 意义。"
"semantics","/sɪˈmæntɪks/","n.","科技工程","义1. 语义（学）","义1:
  • The semantics differ.
  • Formal semantics.
  • Semantics over syntax.","semantic (adj.)；对 syntax。","meaning、interpretation","syntax","semantics 含义层；meaning 意义；syntax 形式。"
"token","/ˈtəʊkən/","n.","科技工程","义1. 令牌；标记","义1:
  • An auth token.
  • A token in the parser.
  • Issue a token.","token 也指（通用）代币/象征。","marker、symbol、ticket","","token 凭证/符号；marker 标记；ticket 票据。"
"vector2","/ˈvektə/","n.","科技工程","义1. （数学/编程）向量","义1:
  • A 3D vector.
  • Add the vectors.
  • Vector graphics scale.","vector 也指（医）病媒；此指数学向量。","array、directed quantity","","vector 有向量；array 数组；quantity 量。"
"node","/nəʊd/","n.","科技工程","义1. 节点","义1:
  • A network node.
  • Traverse the nodes.
  • A leaf node.","node 也指（生物）节/（物理）波节。","point、vertex","","node 网络/树节点；vertex 顶点；point 点。"
"latent","/ˈleɪtənt/","adj.","科技工程","义1. 潜伏的；潜在的","义1:
  • A latent variable.
  • Latent heat.
  • Latent defect.","latency (n.) 延迟；latent 隐藏未现。","hidden、dormant、potential","active、manifest","latent 隐藏待显；dormant 休眠；potential 潜在。"
"amortize","/əˈmɔːtaɪz/","v.","商业金融","义1. 摊销；分期偿还","义1:
  • Amortize the loan.
  • Amortize the cost.
  • Amortize over years.","amortization (n.)；对 capitalize（资本化）。","write off、repay gradually","capitalize","amortize 分期摊费用/债；write off 核销；capitalize 资本化。"
"oligopoly","/ˌɒlɪˈɡɒpəli/","n.","商业金融","义1. 寡头垄断","义1:
  • An oligopoly of airlines.
  • Oligopoly pricing.
  • The market is an oligopoly.","对 monopoly/competition。","few-seller market","competition","oligopoly 少数卖方控市；monopoly 单一；competition 竞争。"
"dilution","/daɪˈluːʃn/","n.","商业金融","义1. 稀释（股权/价值）","义1:
  • Share dilution.
  • Avoid dilution.
  • Dilution of control.","dilute (v.) 稀释；对 concentration。","weakening、thinning","concentration","dilution 摊薄股权；weakening 削弱；concentration 集中。"
"capitalize","/ˈkæpɪtəlaɪz/","v.","商业金融","义1. 资本化；利用","义1:
  • Capitalize the cost.
  • Capitalize on the trend.
  • Capitalize the IP.","capitalize 也指“大写”。","fund、exploit、invest","expense","capitalize 计入资产/善用；fund 注资；exploit 利用（贬/中）。"
"underwrite","/ˈʌndəraɪt/","v.","商业金融","义1. 承销；承保","义1:
  • Underwrite the issue.
  • Banks underwrite risk.
  • Underwrite the loan.","underwriter 承销商/承保人。","insure、guarantee、sponsor","","underwrite 承担风险/包销；insure 保险；guarantee 担保。"
"float","/fləʊt/","v./n.","商业金融","义1. （股票）上市；浮动","义1:
  • Float the company.
  • An IPO float.
  • Let the rate float.","float 也指漂浮/筹资上市。","list、launch、issue","delist","float 发行上市；list 挂牌；issue 发行。"
"foreclose","/fɔːˈkləʊz/","v.","商业金融","义1. 取消赎回权（止赎）","义1:
  • Foreclose the mortgage.
  • The bank foreclosed.
  • Foreclose the property.","foreclosure (n.)；对 redeem（赎回）。","repossess、seize","redeem","foreclose 因欠贷收产；repossess 收回；seize 扣押。"
"bull","/bʊl/","n./adj.","商业金融","义1. 看涨（者）；牛市","义1:
  • A bull market.
  • The bulls bought.
  • Bullish sentiment.","对 bear（看跌）；bullish (adj.)。","optimist、rally","bear","bull 看多；bear 看空；rally 反弹。"
"spread","/spred/","n./v.","商业金融","义1. 价差； spread","义1:
  • A narrow spread.
  • The bid-ask spread.
  • Spread the risk.","spread 也指传播/涂抹。","margin、gap、difference","","spread 买卖价差；margin 利润/保证金；gap 缺口。"
"maturity","/məˈtʃʊərəti/","n.","商业金融","义1. （债务）到期；成熟","义1:
  • Reach maturity.
  • At maturity pay.
  • Maturity date.","mature (v.) 到期；对 issuance（发行）。","due date、ripeness","issuance","maturity 债到期/成熟；due date 到期日；ripeness 熟。"
"coupon","/ˈkuːpɒn/","n.","商业金融","义1. 息票；优惠券","义1:
  • A bond coupon.
  • Clip the coupon.
  • A discount coupon.","coupon 也指消费券。","voucher、ticket","","coupon 债息凭证/优惠；voucher 代金券；ticket 票。"
"armor","/ˈɑːmə/","n./v.","军事国防","义1. 装甲；披甲","义1:
  • A plate of armor.
  • Armor the vehicle.
  • Heavy armor advanced.","armour 英式；对 infantry（步兵）。","shield、plating","exposure","armor 防护装甲；shield 盾；plating 装甲板。"
"fortify","/ˈfɔːtɪfaɪ/","v.","军事国防","义1. 加强防御；强化","义1:
  • Fortify the wall.
  • Fortify the position.
  • Fortify with vitamins.","fortification (n.) 防御工事；对 assault。","strengthen、reinforce、entrench","weaken、breach","fortify 筑垒加固；reinforce 增援；entrench 固守。"
"mobilize","/ˈməʊbɪlaɪz/","v.","军事国防","义1. 动员","义1:
  • Mobilize the army.
  • Mobilize resources.
  • Mobilize public support.","mobilization (n.)；对 demobilize（复员）。","rally、activate、organize","demobilize、stand down","mobilize 调集备战；rally 集结；activate 激活。"
"treachery","/ˈtretʃəri/","n.","军事国防","义1. 背叛；变节","义1:
  • An act of treachery.
  • Treachery betrayed the plan.
  • Punish treachery.","treacherous (adj.) 背叛的/危险的；对 loyalty。","betrayal、treason、perfidy","loyalty、fidelity","treachery 背叛行为；treason 叛国；perfidy 背信。"
"ambush","/ˈæmbʊʃ/","n./v.","军事国防","义1. 伏击","义1:
  • Lay an ambush.
  • Ambush the convoy.
  • Walk into an ambush.","ambush 也指（非军事）突袭。","trap、surprise attack","","ambush 预设埋伏；trap 陷阱；surprise attack 突袭。"
"retreat","/rɪˈtriːt/","n./v.","军事国防","义1. 撤退； retreat","义1:
  • Order a retreat.
  • Retreat under fire.
  • A tactical retreat.","对 advance；retreat 也指静修处。","withdrawal、pullback","advance、attack","retreat 后退撤；withdrawal 撤出；pullback 后撤。"
"offensive","/əˈfensɪv/","adj./n.","军事国防","义1. 进攻（的）；攻势","义1:
  • Launch an offensive.
  • An offensive stance.
  • The offensive stalled.","对 defensive；offensive 也指“冒犯的”。","attack、aggressive、assault","defensive、retreat","offensive 主动攻；defensive 防御；assault 强攻。"
"defensive","/dɪˈfensɪv/","adj./n.","军事国防","义1. 防御（的）","义1:
  • A defensive line.
  • Stay on the defensive.
  • Defensive tactics.","对 offensive。","protective、guarding","offensive、aggressive","defensive 守势；protective 保护；offensive 攻。"
"clearance","/ˈklɪərəns/","n.","体育","义1. （足球）解围","义1:
  • A defensive clearance.
  • Clear the ball.
  • A last-ditch clearance.","clearance 也指（通用）清关/间隙。","clear、clear-out","","clearance 解围；clear 清；clear-out 清空。"
